order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name_x,name,city,membership,restaurant_name_y,cuisine,rating
1473,2832,336,2023-03-24,543.22,Sai Foods Andhra,User_2832,Hyderabad,Gold,Restaurant_336,Mexican,4.9
1474,240,163,2023-10-01,1398.16,Spice Delights Multicuisine,User_240,Hyderabad,Gold,Restaurant_163,Italian,4.2
1475,2736,19,2023-07-24,1273.13,Classic Biryani Chinese,User_2736,Chennai,Gold,Restaurant_19,Indian,3.6
1476,445,9,2023-06-08,615.78,Classic Mess Family Restaurant,User_445,Chennai,Regular,Restaurant_9,Italian,3.1
1477,380,180,2023-02-28,793.83,Grand Restaurant Punjabi,User_380,Bangalore,Regular,Restaurant_180,Chinese,4.4
1478,2491,435,2023-08-18,1379.88,Classic Delights North Indian,User_2491,Bangalore,Gold,Restaurant_435,Italian,3.1
1479,1070,214,2023-06-09,263.57,Amma Foods North Indian,User_1070,Hyderabad,Gold,Restaurant_214,Chinese,3.4
1480,1766,54,2023-10-04,1239.73,Ruchi Tiffins Multicuisine,User_1766,Hyderabad,Regular,Restaurant_54,Italian,4.9
1481,1435,309,2023-06-17,235.72,Ruchi Curry House Multicuisine,User_1435,Hyderabad,Regular,Restaurant_309,Indian,4.5
1482,24,497,2023-10-25,395.82,Hotel Delights South Indian,User_24,Hyderabad,Regular,Restaurant_497,Mexican,4.4
1483,1535,328,2023-07-13,116.49,Ruchi Curry House Andhra,User_1535,Chennai,Regular,Restaurant_328,Mexican,4.6
1484,115,441,2023-08-01,736.93,Darbar Curry House Family Restaurant,User_115,Pune,Gold,Restaurant_441,Indian,3.4
1485,2981,202,2023-08-06,450.71,Swagath Foods Chinese,User_2981,Chennai,Gold,Restaurant_202,Indian,4.7
1486,2097,327,2023-09-04,1024.31,Royal Tiffins Chinese,User_2097,Pune,Regular,Restaurant_327,Indian,3.2
1487,1558,387,2023-03-20,442.55,New Tiffins Andhra,User_1558,Chennai,Gold,Restaurant_387,Mexican,3.8
1488,2535,289,2023-12-29,229.49,Sri Biryani Punjabi,User_2535,Chennai,Gold,Restaurant_289,Italian,4.8
1489,2618,396,2023-08-14,1014.11,Taste of Delights Non-Veg,User_2618,Chennai,Gold,Restaurant_396,Mexican,4.8
1490,85,383,2023-07-09,565.96,Amma Biryani North Indian,User_85,Pune,Gold,Restaurant_383,Indian,3.1
1491,2897,57,2023-09-02,1309.19,Spice Mess Punjabi,User_2897,Bangalore,Gold,Restaurant_57,Mexican,4.4
1492,2761,24,2023-05-09,1359.05,Udupi Biryani South Indian,User_2761,Chennai,Regular,Restaurant_24,Mexican,3.7
1493,170,283,2023-10-25,1125.99,Grand Kitchen Punjabi,User_170,Hyderabad,Gold,Restaurant_283,Chinese,4.6
1494,449,304,2023-04-30,379.1,Hotel Tiffins Andhra,User_449,Pune,Regular,Restaurant_304,Italian,4.1
1495,512,243,2023-05-18,690.82,Grand Tiffins South Indian,User_512,Hyderabad,Regular,Restaurant_243,Chinese,4.8
1496,1839,280,2023-02-26,1417.19,Taste of Dhaba Andhra,User_1839,Hyderabad,Regular,Restaurant_280,Chinese,3.7
1497,2174,104,2023-06-20,1481.89,Grand Dhaba South Indian,User_2174,Pune,Gold,Restaurant_104,Chinese,4.9
1498,2189,475,2023-09-19,442.61,Ruchi Kitchen Punjabi,User_2189,Bangalore,Regular,Restaurant_475,Italian,4.9
1499,2142,254,2023-02-17,174.57,Ruchi Dhaba Chinese,User_2142,Chennai,Gold,Restaurant_254,Indian,4.7
1500,2564,186,2023-08-13,1269.65,Darbar Restaurant North Indian,User_2564,Pune,Gold,Restaurant_186,Indian,4.3
1501,2340,117,2023-02-25,423.17,Darbar Eatery North Indian,User_2340,Pune,Gold,Restaurant_117,Indian,3.9
1502,1169,277,2023-11-29,1078.36,Swagath Restaurant North Indian,User_1169,Chennai,Regular,Restaurant_277,Mexican,3.3
1503,2220,33,2023-02-24,1425.85,Amma Foods Non-Veg,User_2220,Bangalore,Regular,Restaurant_33,Italian,4.2
1504,1580,470,2023-09-19,1354.57,Darbar Foods Multicuisine,User_1580,Pune,Gold,Restaurant_470,Italian,3.6
1505,1338,259,2023-09-14,777.84,Amma Curry House Family Restaurant,User_1338,Bangalore,Regular,Restaurant_259,Mexican,3.7
1506,1476,188,2023-04-26,914.03,Swagath Mess Multicuisine,User_1476,Pune,Gold,Restaurant_188,Chinese,4.6
1507,2574,296,2023-07-10,1496.44,Grand Restaurant Multicuisine,User_2574,Pune,Gold,Restaurant_296,Italian,3.8
1508,2867,26,2023-05-18,977.77,Spice Eatery Family Restaurant,User_2867,Bangalore,Regular,Restaurant_26,Chinese,4.6
1509,232,251,2023-01-23,569.74,Grand Curry House Andhra,User_232,Pune,Regular,Restaurant_251,Chinese,3.9
1510,1446,97,2023-04-02,298.88,Annapurna Delights Andhra,User_1446,Pune,Regular,Restaurant_97,Mexican,3.7
1511,1631,40,2023-06-21,126.51,Royal Curry House Non-Veg,User_1631,Bangalore,Regular,Restaurant_40,Indian,4.6
1512,705,189,2023-01-30,970.43,Hotel Curry House Non-Veg,User_705,Bangalore,Regular,Restaurant_189,Indian,4.8
1513,354,289,2023-08-28,276.11,Sri Biryani Punjabi,User_354,Chennai,Regular,Restaurant_289,Italian,4.8
1514,864,291,2023-04-24,1420.78,Annapurna Foods Non-Veg,User_864,Hyderabad,Gold,Restaurant_291,Mexican,4.3
1515,1198,223,2023-04-03,1344.96,Amma Eatery Punjabi,User_1198,Chennai,Gold,Restaurant_223,Italian,3.4
1516,1689,107,2023-04-07,1027.65,Spice Kitchen Punjabi,User_1689,Bangalore,Regular,Restaurant_107,Mexican,4.0
1517,2839,431,2023-07-13,1360.34,Udupi Tiffins Punjabi,User_2839,Bangalore,Regular,Restaurant_431,Mexican,4.6
1518,1984,215,2023-06-23,353.53,Spice Biryani Punjabi,User_1984,Pune,Gold,Restaurant_215,Mexican,4.4
1519,7,408,2023-11-19,635.25,Darbar Eatery Family Restaurant,User_7,Chennai,Gold,Restaurant_408,Mexican,3.0
1520,417,300,2023-02-14,105.87,Ruchi Mess Punjabi,User_417,Bangalore,Regular,Restaurant_300,Italian,4.1
1521,1064,416,2023-04-16,1139.48,Amma Cafe Pure Veg,User_1064,Pune,Regular,Restaurant_416,Chinese,4.6
1522,1106,117,2023-07-11,249.44,Darbar Eatery North Indian,User_1106,Bangalore,Gold,Restaurant_117,Indian,3.9
1523,996,169,2023-10-08,963.71,Ruchi Curry House Pure Veg,User_996,Chennai,Gold,Restaurant_169,Italian,4.2
1524,2803,236,2023-05-25,424.32,Hotel Eatery Non-Veg,User_2803,Chennai,Gold,Restaurant_236,Italian,4.2
1525,2017,279,2023-06-10,276.31,Sri Tiffins Andhra,User_2017,Chennai,Gold,Restaurant_279,Italian,4.9
1526,2685,109,2023-03-27,196.53,Swagath Delights South Indian,User_2685,Hyderabad,Gold,Restaurant_109,Chinese,5.0
1527,2471,411,2023-05-03,695.2,Swagath Delights Family Restaurant,User_2471,Pune,Gold,Restaurant_411,Indian,4.3
1528,382,460,2023-11-22,1184.17,New Biryani Andhra,User_382,Bangalore,Regular,Restaurant_460,Chinese,4.5
1529,2990,354,2023-04-09,467.28,Darbar Kitchen Chinese,User_2990,Bangalore,Gold,Restaurant_354,Indian,3.8
1530,2375,180,2023-11-23,1111.55,Grand Restaurant Punjabi,User_2375,Pune,Gold,Restaurant_180,Chinese,4.4
1531,1929,367,2023-07-12,1100.2,Ruchi Restaurant Punjabi,User_1929,Pune,Gold,Restaurant_367,Indian,4.6
1532,2253,237,2023-10-02,616.28,Grand Restaurant South Indian,User_2253,Hyderabad,Regular,Restaurant_237,Italian,4.5
1533,1768,361,2023-02-11,431.2,Royal Dhaba Punjabi,User_1768,Chennai,Regular,Restaurant_361,Indian,4.5
1534,2912,125,2023-12-04,1184.75,Sai Foods Family Restaurant,User_2912,Hyderabad,Gold,Restaurant_125,Chinese,4.3
1535,2658,267,2023-03-07,1016.47,Darbar Cafe Punjabi,User_2658,Bangalore,Regular,Restaurant_267,Chinese,4.2
1536,475,266,2023-03-02,913.55,Annapurna Delights Multicuisine,User_475,Bangalore,Gold,Restaurant_266,Italian,3.9
1537,2777,377,2023-10-20,976.11,Amma Kitchen Pure Veg,User_2777,Chennai,Gold,Restaurant_377,Mexican,4.0
1538,234,286,2023-10-16,353.11,Spice Mess Andhra,User_234,Chennai,Regular,Restaurant_286,Italian,5.0
1539,1131,41,2023-06-29,1330.26,Classic Delights Pure Veg,User_1131,Bangalore,Regular,Restaurant_41,Mexican,3.7
1540,312,406,2023-12-12,123.14,Spice Foods Non-Veg,User_312,Hyderabad,Gold,Restaurant_406,Chinese,4.5
1541,466,276,2023-04-28,836.48,Sri Kitchen Chinese,User_466,Pune,Regular,Restaurant_276,Italian,3.4
1542,1598,90,2023-03-17,1084.41,Classic Biryani Pure Veg,User_1598,Bangalore,Gold,Restaurant_90,Italian,4.8
1543,2786,52,2023-11-01,897.48,Udupi Curry House South Indian,User_2786,Bangalore,Regular,Restaurant_52,Mexican,4.9
1544,2,252,2023-08-03,529.9,New Eatery South Indian,User_2,Pune,Gold,Restaurant_252,Indian,3.7
1545,29,225,2023-10-29,182.87,Darbar Tiffins Chinese,User_29,Hyderabad,Gold,Restaurant_225,Italian,4.2
1546,1671,252,2023-04-11,1416.62,New Eatery South Indian,User_1671,Chennai,Gold,Restaurant_252,Indian,3.7
1547,1831,370,2023-12-28,1052.26,Swagath Cafe Multicuisine,User_1831,Hyderabad,Gold,Restaurant_370,Chinese,4.4
1548,786,290,2023-10-10,1155.28,Taste of Kitchen Chinese,User_786,Hyderabad,Gold,Restaurant_290,Chinese,4.9
1549,1687,191,2023-07-27,1400.89,Grand Mess North Indian,User_1687,Chennai,Gold,Restaurant_191,Indian,4.0
1550,1669,339,2023-12-20,1479.08,Annapurna Eatery South Indian,User_1669,Hyderabad,Regular,Restaurant_339,Indian,3.1
1551,2808,280,2023-08-07,538.0,Taste of Dhaba Andhra,User_2808,Hyderabad,Regular,Restaurant_280,Chinese,3.7
1552,2955,58,2023-07-19,752.46,Sai Biryani Multicuisine,User_2955,Bangalore,Gold,Restaurant_58,Indian,4.4
1553,674,123,2023-10-30,979.5,Grand Restaurant Non-Veg,User_674,Chennai,Regular,Restaurant_123,Chinese,4.2
1554,402,330,2023-09-06,1145.53,Udupi Eatery Multicuisine,User_402,Hyderabad,Regular,Restaurant_330,Italian,3.9
1555,1643,122,2023-01-29,1337.61,Amma Eatery Non-Veg,User_1643,Chennai,Regular,Restaurant_122,Indian,3.9
1556,2915,41,2023-09-23,517.31,Classic Delights Pure Veg,User_2915,Chennai,Gold,Restaurant_41,Mexican,3.7
1557,2702,441,2023-01-28,659.37,Darbar Curry House Family Restaurant,User_2702,Pune,Gold,Restaurant_441,Indian,3.4
1558,2122,174,2023-07-31,788.21,Amma Biryani North Indian,User_2122,Pune,Regular,Restaurant_174,Mexican,3.1
1559,768,338,2023-01-15,1305.88,Grand Kitchen Non-Veg,User_768,Chennai,Gold,Restaurant_338,Mexican,4.5
1560,2375,376,2023-07-12,933.68,Amma Cafe Non-Veg,User_2375,Pune,Gold,Restaurant_376,Indian,3.4
1561,2745,464,2023-11-04,378.32,Ruchi Cafe Multicuisine,User_2745,Pune,Regular,Restaurant_464,Italian,3.3
1562,1938,63,2023-07-22,1198.56,Ruchi Foods South Indian,User_1938,Bangalore,Regular,Restaurant_63,Italian,5.0
1563,2883,116,2023-01-23,371.17,Grand Cafe Punjabi,User_2883,Chennai,Regular,Restaurant_116,Chinese,4.2
1564,1899,349,2023-04-25,1039.13,Taste of Eatery Punjabi,User_1899,Chennai,Gold,Restaurant_349,Indian,4.5
1565,2275,378,2023-01-14,882.59,New Mess North Indian,User_2275,Bangalore,Gold,Restaurant_378,Italian,4.4
1566,1153,38,2023-09-27,951.82,Grand Tiffins Multicuisine,User_1153,Hyderabad,Gold,Restaurant_38,Italian,5.0
1567,1967,295,2023-04-29,1207.2,Sai Cafe South Indian,User_1967,Hyderabad,Regular,Restaurant_295,Chinese,3.1
1568,2622,289,2023-04-28,184.9,Sri Biryani Punjabi,User_2622,Pune,Regular,Restaurant_289,Italian,4.8
1569,507,190,2023-11-12,269.46,Amma Restaurant Pure Veg,User_507,Chennai,Regular,Restaurant_190,Chinese,3.1
1570,1451,366,2023-12-19,771.67,Swagath Mess Chinese,User_1451,Bangalore,Regular,Restaurant_366,Indian,4.5
1571,436,197,2023-03-07,428.34,Sri Curry House North Indian,User_436,Bangalore,Gold,Restaurant_197,Mexican,4.7
1572,1176,355,2023-08-23,1264.84,Swagath Restaurant Chinese,User_1176,Chennai,Gold,Restaurant_355,Indian,4.2
1573,1790,406,2023-06-03,806.91,Spice Foods Non-Veg,User_1790,Pune,Regular,Restaurant_406,Chinese,4.5
1574,27,165,2023-09-11,1483.92,Udupi Kitchen Chinese,User_27,Pune,Gold,Restaurant_165,Mexican,4.3
1575,1222,250,2023-02-27,375.44,Sai Foods Non-Veg,User_1222,Chennai,Regular,Restaurant_250,Mexican,3.4
1576,1474,333,2023-01-28,918.07,Amma Mess Multicuisine,User_1474,Bangalore,Gold,Restaurant_333,Chinese,3.1
1577,545,191,2023-09-30,818.21,Grand Mess North Indian,User_545,Pune,Regular,Restaurant_191,Indian,4.0
1578,175,399,2023-11-14,476.17,Swagath Cafe Multicuisine,User_175,Hyderabad,Gold,Restaurant_399,Chinese,3.2
1579,2934,82,2023-06-14,193.37,Udupi Kitchen Pure Veg,User_2934,Hyderabad,Gold,Restaurant_82,Chinese,3.3
1580,2603,393,2023-11-02,268.61,Classic Dhaba Andhra,User_2603,Bangalore,Regular,Restaurant_393,Italian,4.1
1581,133,86,2023-12-06,1380.46,Sri Curry House Chinese,User_133,Chennai,Regular,Restaurant_86,Indian,4.2
1582,2986,6,2023-11-10,565.4,Ruchi Restaurant South Indian,User_2986,Hyderabad,Regular,Restaurant_6,Chinese,4.8
1583,328,246,2023-11-10,1391.14,Ruchi Tiffins Pure Veg,User_328,Pune,Gold,Restaurant_246,Mexican,3.9
1584,887,325,2023-07-24,973.56,Sri Cafe North Indian,User_887,Chennai,Regular,Restaurant_325,Italian,4.5
1585,2385,414,2023-07-12,978.41,Darbar Delights South Indian,User_2385,Pune,Regular,Restaurant_414,Chinese,4.7
1586,2294,296,2023-02-23,1217.92,Grand Restaurant Multicuisine,User_2294,Pune,Regular,Restaurant_296,Italian,3.8
1587,2711,372,2023-06-29,464.42,Annapurna Foods North Indian,User_2711,Bangalore,Gold,Restaurant_372,Italian,4.4
1588,1038,475,2023-07-06,1090.13,Ruchi Kitchen Punjabi,User_1038,Bangalore,Regular,Restaurant_475,Italian,4.9
1589,1000,130,2023-01-03,1081.38,Royal Restaurant South Indian,User_1000,Pune,Gold,Restaurant_130,Indian,4.6
1590,1975,118,2023-09-27,1061.03,Amma Mess Pure Veg,User_1975,Bangalore,Regular,Restaurant_118,Mexican,3.8
1591,401,187,2023-05-02,881.15,Royal Kitchen North Indian,User_401,Chennai,Regular,Restaurant_187,Chinese,3.8
1592,762,14,2023-04-16,154.71,Taste of Tiffins North Indian,User_762,Bangalore,Gold,Restaurant_14,Indian,3.8
1593,2021,105,2023-03-17,666.14,Amma Curry House South Indian,User_2021,Pune,Gold,Restaurant_105,Mexican,4.2
1594,1851,194,2023-12-19,126.02,New Dhaba Family Restaurant,User_1851,Bangalore,Gold,Restaurant_194,Chinese,3.8
1595,2855,413,2023-11-14,1176.65,Sai Curry House Punjabi,User_2855,Chennai,Gold,Restaurant_413,Italian,3.3
1596,1877,289,2023-02-27,896.46,Sri Biryani Punjabi,User_1877,Pune,Regular,Restaurant_289,Italian,4.8
1597,1796,84,2023-05-11,641.0,Grand Mess Chinese,User_1796,Chennai,Regular,Restaurant_84,Chinese,3.2
1598,380,449,2023-10-20,613.15,Sai Restaurant South Indian,User_380,Bangalore,Regular,Restaurant_449,Indian,4.5
1599,617,454,2023-10-15,235.47,Taste of Dhaba South Indian,User_617,Chennai,Regular,Restaurant_454,Italian,4.5
1600,2845,135,2023-01-30,1222.86,Amma Eatery Non-Veg,User_2845,Pune,Gold,Restaurant_135,Indian,3.7
1601,2054,422,2023-09-03,1181.91,Sai Curry House South Indian,User_2054,Chennai,Regular,Restaurant_422,Mexican,3.0
1602,1530,341,2023-05-20,1111.07,Amma Biryani Family Restaurant,User_1530,Bangalore,Gold,Restaurant_341,Chinese,3.2
1603,1419,349,2023-06-03,1107.51,Taste of Eatery Punjabi,User_1419,Pune,Gold,Restaurant_349,Indian,4.5
1604,51,30,2023-05-04,183.95,Spice Tiffins Non-Veg,User_51,Hyderabad,Regular,Restaurant_30,Mexican,4.6
1605,1207,91,2023-08-27,1173.33,Annapurna Mess Non-Veg,User_1207,Chennai,Regular,Restaurant_91,Italian,4.8
1606,832,135,2023-04-19,210.72,Amma Eatery Non-Veg,User_832,Chennai,Regular,Restaurant_135,Indian,3.7
1607,1755,220,2023-02-09,521.46,Spice Kitchen North Indian,User_1755,Hyderabad,Regular,Restaurant_220,Mexican,3.2
1608,2736,90,2023-01-21,599.87,Classic Biryani Pure Veg,User_2736,Chennai,Gold,Restaurant_90,Italian,4.8
1609,2371,175,2023-02-06,1103.81,Sai Biryani Non-Veg,User_2371,Pune,Gold,Restaurant_175,Chinese,4.1
1610,601,143,2023-11-08,374.73,Classic Cafe Punjabi,User_601,Hyderabad,Regular,Restaurant_143,Chinese,4.0
1611,574,497,2023-09-08,137.7,Hotel Delights South Indian,User_574,Chennai,Regular,Restaurant_497,Mexican,4.4
1612,1015,98,2023-10-30,910.94,Ruchi Dhaba Non-Veg,User_1015,Chennai,Gold,Restaurant_98,Indian,4.0
1613,2128,21,2023-06-09,959.16,Grand Biryani Family Restaurant,User_2128,Bangalore,Gold,Restaurant_21,Indian,3.5
1614,1293,95,2023-01-29,1334.08,Classic Biryani North Indian,User_1293,Hyderabad,Gold,Restaurant_95,Indian,3.7
1615,2559,446,2023-11-21,221.87,Annapurna Cafe Andhra,User_2559,Bangalore,Regular,Restaurant_446,Indian,4.9
1616,594,30,2023-04-04,908.69,Spice Tiffins Non-Veg,User_594,Bangalore,Gold,Restaurant_30,Mexican,4.6
1617,2896,116,2023-07-25,413.62,Grand Cafe Punjabi,User_2896,Bangalore,Gold,Restaurant_116,Chinese,4.2
1618,2616,486,2023-04-30,1142.79,Udupi Mess Andhra,User_2616,Chennai,Gold,Restaurant_486,Italian,4.1
1619,1530,425,2023-01-15,283.59,Ruchi Curry House Punjabi,User_1530,Bangalore,Gold,Restaurant_425,Chinese,4.2
1620,2238,257,2023-06-27,932.31,Sri Kitchen Family Restaurant,User_2238,Chennai,Gold,Restaurant_257,Italian,3.4
1621,789,295,2023-12-19,581.22,Sai Cafe South Indian,User_789,Pune,Regular,Restaurant_295,Chinese,3.1
1622,610,157,2023-01-22,1452.39,Sai Restaurant Family Restaurant,User_610,Pune,Gold,Restaurant_157,Italian,4.5
1623,19,134,2023-08-12,271.99,New Tiffins Non-Veg,User_19,Hyderabad,Regular,Restaurant_134,Mexican,4.3
1624,2109,30,2023-12-02,677.74,Spice Tiffins Non-Veg,User_2109,Bangalore,Gold,Restaurant_30,Mexican,4.6
1625,2818,2,2023-11-05,263.14,Royal Delights South Indian,User_2818,Pune,Gold,Restaurant_2,Indian,4.1
1626,812,266,2023-10-31,1191.74,Annapurna Delights Multicuisine,User_812,Bangalore,Regular,Restaurant_266,Italian,3.9
1627,2579,112,2023-01-22,941.21,Grand Cafe Punjabi,User_2579,Bangalore,Gold,Restaurant_112,Chinese,3.2
1628,2226,292,2023-02-21,1160.19,Amma Cafe North Indian,User_2226,Hyderabad,Regular,Restaurant_292,Mexican,4.0
1629,2384,164,2023-08-06,1332.24,Udupi Mess Family Restaurant,User_2384,Pune,Regular,Restaurant_164,Italian,3.5
1630,2902,211,2023-01-02,318.33,Darbar Mess Multicuisine,User_2902,Hyderabad,Regular,Restaurant_211,Chinese,3.1
1631,1998,40,2023-10-17,1307.43,Royal Curry House Non-Veg,User_1998,Pune,Regular,Restaurant_40,Indian,4.6
1632,2180,159,2023-12-03,206.39,Darbar Dhaba Punjabi,User_2180,Pune,Gold,Restaurant_159,Mexican,4.9
1633,768,306,2023-01-14,274.35,Grand Dhaba Non-Veg,User_768,Chennai,Gold,Restaurant_306,Chinese,4.8
1634,1217,87,2023-09-06,951.19,Hotel Curry House Non-Veg,User_1217,Chennai,Gold,Restaurant_87,Mexican,3.8
1635,2337,370,2023-02-01,215.06,Swagath Cafe Multicuisine,User_2337,Bangalore,Gold,Restaurant_370,Chinese,4.4
1636,462,67,2023-10-19,1021.36,Swagath Tiffins Andhra,User_462,Chennai,Gold,Restaurant_67,Mexican,4.1
1637,1448,111,2023-02-25,579.74,Ruchi Dhaba Chinese,User_1448,Chennai,Regular,Restaurant_111,Mexican,4.2
1638,2387,201,2023-07-28,1426.93,Spice Cafe Pure Veg,User_2387,Pune,Regular,Restaurant_201,Mexican,3.4
1639,2560,490,2023-07-13,325.42,Swagath Curry House Punjabi,User_2560,Pune,Gold,Restaurant_490,Italian,3.7
1640,2292,458,2023-04-03,787.7,Swagath Mess Pure Veg,User_2292,Hyderabad,Gold,Restaurant_458,Italian,4.8
1641,2651,79,2023-04-27,1076.62,Amma Restaurant Family Restaurant,User_2651,Pune,Gold,Restaurant_79,Mexican,4.9
1642,1398,359,2023-03-04,259.27,Sri Foods South Indian,User_1398,Chennai,Regular,Restaurant_359,Mexican,4.8
1643,2309,142,2023-12-27,1154.04,Ruchi Eatery Family Restaurant,User_2309,Chennai,Gold,Restaurant_142,Indian,4.6
1644,1363,294,2023-09-29,1327.91,Hotel Dhaba Multicuisine,User_1363,Bangalore,Gold,Restaurant_294,Italian,3.1
1645,2089,153,2023-03-17,1244.6,Annapurna Mess Andhra,User_2089,Hyderabad,Gold,Restaurant_153,Italian,4.7
1646,1547,303,2023-10-12,1108.13,Swagath Foods Andhra,User_1547,Bangalore,Regular,Restaurant_303,Mexican,3.2
1647,2399,409,2023-08-13,719.09,Royal Kitchen Chinese,User_2399,Hyderabad,Regular,Restaurant_409,Mexican,3.5
1648,1291,256,2023-06-14,364.77,Sri Curry House Andhra,User_1291,Chennai,Gold,Restaurant_256,Italian,3.1
1649,1585,436,2024-01-01,766.32,Swagath Tiffins Punjabi,User_1585,Bangalore,Regular,Restaurant_436,Mexican,4.6
1650,1624,128,2023-08-02,1232.89,Swagath Kitchen South Indian,User_1624,Pune,Gold,Restaurant_128,Indian,4.5
1651,2582,194,2023-06-23,126.38,New Dhaba Family Restaurant,User_2582,Hyderabad,Gold,Restaurant_194,Chinese,3.8
1652,2475,288,2023-03-31,1190.22,Swagath Restaurant North Indian,User_2475,Pune,Gold,Restaurant_288,Mexican,4.4
1653,175,486,2023-05-19,821.24,Udupi Mess Andhra,User_175,Hyderabad,Gold,Restaurant_486,Italian,4.1
1654,1298,150,2023-02-28,720.54,Sri Cafe Non-Veg,User_1298,Chennai,Gold,Restaurant_150,Indian,4.2
1655,913,355,2023-04-25,487.72,Swagath Restaurant Chinese,User_913,Hyderabad,Gold,Restaurant_355,Indian,4.2
1656,1895,217,2023-03-20,1489.15,Royal Eatery Family Restaurant,User_1895,Chennai,Regular,Restaurant_217,Indian,4.8
1657,874,149,2023-03-02,692.61,Amma Restaurant South Indian,User_874,Pune,Gold,Restaurant_149,Mexican,3.6
1658,1323,322,2023-03-01,1087.38,Sri Cafe Non-Veg,User_1323,Chennai,Regular,Restaurant_322,Italian,4.3
1659,821,483,2023-06-24,1259.31,Darbar Restaurant Family Restaurant,User_821,Chennai,Gold,Restaurant_483,Chinese,4.5
1660,2908,50,2023-03-17,497.78,Taste of Cafe Punjabi,User_2908,Pune,Gold,Restaurant_50,Mexican,4.8
1661,1590,118,2023-09-06,183.53,Amma Mess Pure Veg,User_1590,Chennai,Gold,Restaurant_118,Mexican,3.8
1662,565,241,2023-03-27,921.85,Hotel Biryani Andhra,User_565,Bangalore,Regular,Restaurant_241,Chinese,3.9
1663,1216,153,2023-06-13,660.17,Annapurna Mess Andhra,User_1216,Bangalore,Regular,Restaurant_153,Italian,4.7
1664,2422,472,2023-07-12,943.55,Darbar Delights Family Restaurant,User_2422,Chennai,Regular,Restaurant_472,Chinese,4.3
1665,2755,262,2023-10-29,300.63,Hotel Cafe Punjabi,User_2755,Pune,Regular,Restaurant_262,Chinese,4.9
1666,2872,331,2023-02-10,361.33,Spice Biryani Non-Veg,User_2872,Pune,Gold,Restaurant_331,Mexican,3.4
1667,1412,136,2023-12-25,320.87,Hotel Cafe South Indian,User_1412,Chennai,Regular,Restaurant_136,Indian,3.6
1668,1166,343,2023-04-24,248.97,Sai Cafe Andhra,User_1166,Bangalore,Regular,Restaurant_343,Mexican,4.4
1669,2860,383,2023-11-29,528.64,Amma Biryani North Indian,User_2860,Hyderabad,Regular,Restaurant_383,Indian,3.1
1670,1303,253,2023-10-04,286.31,New Restaurant North Indian,User_1303,Chennai,Gold,Restaurant_253,Italian,4.6
1671,2405,222,2023-12-16,119.65,Grand Dhaba Chinese,User_2405,Bangalore,Regular,Restaurant_222,Italian,4.9
1672,2025,380,2023-12-17,516.89,Classic Kitchen Family Restaurant,User_2025,Chennai,Regular,Restaurant_380,Italian,4.6
1673,1366,313,2023-05-07,320.88,Spice Curry House South Indian,User_1366,Bangalore,Gold,Restaurant_313,Indian,3.9
1674,2867,262,2023-07-12,653.6,Hotel Cafe Punjabi,User_2867,Bangalore,Regular,Restaurant_262,Chinese,4.9
1675,1180,171,2023-12-12,520.95,Ruchi Mess Non-Veg,User_1180,Hyderabad,Regular,Restaurant_171,Mexican,3.6
1676,2671,305,2023-03-21,744.26,Udupi Delights Multicuisine,User_2671,Bangalore,Gold,Restaurant_305,Indian,4.6
1677,241,176,2023-01-26,1113.64,Classic Delights North Indian,User_241,Hyderabad,Regular,Restaurant_176,Italian,4.0
1678,464,468,2023-01-06,794.98,New Restaurant North Indian,User_464,Chennai,Regular,Restaurant_468,Chinese,4.8
1679,1720,397,2023-09-03,626.5,Amma Foods Family Restaurant,User_1720,Hyderabad,Regular,Restaurant_397,Indian,4.8
1680,1410,108,2023-12-16,900.84,Darbar Curry House North Indian,User_1410,Hyderabad,Regular,Restaurant_108,Chinese,4.0
1681,2840,417,2023-10-28,970.78,Hotel Biryani North Indian,User_2840,Bangalore,Gold,Restaurant_417,Mexican,3.0
1682,1869,134,2023-10-29,1339.23,New Tiffins Non-Veg,User_1869,Pune,Regular,Restaurant_134,Mexican,4.3
1683,2,333,2023-12-05,505.71,Amma Mess Multicuisine,User_2,Pune,Gold,Restaurant_333,Chinese,3.1
1684,307,146,2023-04-08,1137.91,Swagath Curry House Punjabi,User_307,Bangalore,Regular,Restaurant_146,Indian,4.8
1685,1301,110,2023-11-23,146.55,Amma Kitchen South Indian,User_1301,Hyderabad,Regular,Restaurant_110,Mexican,4.2
1686,429,124,2023-09-30,290.86,Spice Dhaba Andhra,User_429,Hyderabad,Gold,Restaurant_124,Mexican,3.5
1687,961,146,2023-10-12,653.55,Swagath Curry House Punjabi,User_961,Bangalore,Regular,Restaurant_146,Indian,4.8
1688,1377,59,2023-02-16,850.21,Sai Biryani Non-Veg,User_1377,Pune,Regular,Restaurant_59,Chinese,4.6
1689,1244,198,2023-04-25,214.76,Annapurna Tiffins North Indian,User_1244,Hyderabad,Gold,Restaurant_198,Mexican,4.1
1690,1856,47,2023-03-07,507.04,Ruchi Cafe Punjabi,User_1856,Pune,Gold,Restaurant_47,Indian,3.4
1691,1333,218,2023-10-05,108.72,Sai Foods Pure Veg,User_1333,Bangalore,Gold,Restaurant_218,Indian,4.1
1692,805,488,2023-04-11,878.72,New Biryani North Indian,User_805,Pune,Gold,Restaurant_488,Chinese,4.1
